instruction,input,output
"In the ACSC ISM, which controls describe that Networks are segregated into multiple network zones according to the criticality of servers, services and data.?",,ISM-1181
"In the ACSC ISM, which controls describe that An organisation’s networks are segregated from their service providers’ networks.?",,ISM-1577
"In the ACSC ISM, which controls describe that VLANs are not used to separate network traffic between an organisation’s networks and public network infrastructure.?",,ISM-1532
"In the ACSC ISM, which controls describe that VLANs are not used to separate network traffic between networks belonging to different security domains.?",,ISM-0529
"In the ACSC ISM, which controls describe that Network devices managing VLANs are administered from the most trusted security domain.?",,ISM-0530
"In the ACSC ISM, which controls describe that Network devices managing VLANs belonging to different security domains do not share VLAN trunks.?",,ISM-0535
"In the ACSC ISM, which controls describe that Network devices managing VLANs terminate VLANs belonging to different security domains on separate physical network interfaces.?",,ISM-1364
"In the ACSC ISM, which controls describe that IPv6 functionality is disabled in dual-stack network devices unless it is being used.?",,ISM-0521
"In the ACSC ISM, which controls describe that IPv6 capable network security appliances are used on IPv6 and dual-stack networks.?",,ISM-1186
"In the ACSC ISM, which controls describe that Unless explicitly required, IPv6 tunnelling is disabled on all network devices.?",,ISM-1428
"In the ACSC ISM, which controls describe that IPv6 tunnelling is blocked by network security appliances at externally-connected network boundaries.?",,ISM-1429
"In the ACSC ISM, which controls describe that Dynamically assigned IPv6 addresses are configured with Dynamic Host Configuration Protocol version 6 in a stateful manner with lease data stored in a centralised event logging facility.?",,ISM-1430
"In the ACSC ISM, which controls describe that Network access controls are implemented on networks to prevent the connection of unauthorised network devices.?",,ISM-0520
"In the ACSC ISM, which controls describe that Network access controls are implemented to limit network traffic within and between network segments to only those required for business purposes.?",,ISM-1182
"In the ACSC ISM, which controls describe that Servers maintain effective functional separation with other servers allowing them to operate independently.?",,ISM-0385
"In the ACSC ISM, which controls describe that Servers minimise communications with other servers at both the network and file system level.?",,ISM-1479
"In the ACSC ISM, which controls describe that Security measures are implemented to prevent unauthorised access to network management traffic.?",,ISM-1006
"In the ACSC ISM, which controls describe that SNMP version 1 and SNMP version 2 are not used on networks.?",,ISM-1311
"In the ACSC ISM, which controls describe that All default SNMP community strings on network devices are changed and write access is disabled.?",,ISM-1312
"In the ACSC ISM, which controls describe that A NIDS or NIPS is deployed in gateways between an organisation’s networks and other networks they do not manage.?",,ISM-1028
"In the ACSC ISM, which controls describe that A NIDS or NIPS is located immediately inside the outermost firewall for gateways and configured to generate event logs and alerts for network traffic that contravenes any rule in a firewall ruleset.?",,ISM-1030
